Paziente,1700,101,856,807,1386,1500,1261,85,1199,944,120,116,1120,619,original_glszm_SmallAreaEmphasis,wavelet-LL_glszm_SmallAreaEmphasis,wavelet-LH_glszm_SmallAreaEmphasis,wavelet-HL_glszm_SmallAreaEmphasis
98,3.4226775,16.320906,11.95336,7.0775766,0.45786572,3.8810081,5.0323386,1.6056619,0.51098645,0.79493815,1.8733125,1.8266256,3.8061156,4.751658,0.6649692826073684,0.7383752600250121,0.3431109465597028,0.3780416285930453
100,3.431171,16.363815,11.767238,7.1169653,0.40677655,3.8827057,4.9920373,1.6365983,0.45209312,0.8235058,1.9500527,1.8693976,3.8845568,4.830589,0.8439434060228452,0.912285272887781,0.7764863613885269,0.7167883486728025
101,3.4392104,16.32584,11.978344,7.0861664,0.44543695,3.8483229,4.9739957,1.5960846,0.5173427,0.82137996,1.8510671,1.8154955,3.8202863,4.761175,0.7643828540556782,0.8415976148992389,0.6762989686571312,0.6748484808994527
102,3.4183216,16.320053,11.936163,7.095601,0.43862283,3.9122581,4.988039,1.6192772,0.5138633,0.8238415,1.93781,1.8663564,3.858768,4.7935395,0.8144546737857895,0.8870024289366184,0.6536466602743175,0.631077389152224
103,3.4364996,16.32328,11.938872,7.0409765,0.41669202,3.918223,4.9978933,1.6009359,0.53534055,0.8233612,1.839591,1.8329928,3.805428,4.726812,0.7034165778218929,0.7954807098765432,0.4679450045598828,0.4411551159741513
104,3.4296474,16.334368,11.949221,7.0333204,0.4354248,3.915317,4.968505,1.6156447,0.5306908,0.8252724,1.8297014,1.8591008,3.8748875,4.7481837,0.7808765024682286,0.8844560695056289,0.5955350215115447,0.6226681671791003
105,3.428391,16.325628,11.86933,7.0452137,0.4294033,3.8622446,4.980757,1.5940535,0.49462807,0.81303805,1.9024601,1.830209,3.8909206,4.812241,0.8302199713513897,0.8912743990176357,0.7722035282511894,0.6850841242480766
106,3.4234753,16.346464,12.015412,7.030431,0.44101393,3.8749895,4.9711227,1.6034446,0.4874587,0.8264218,1.8569615,1.8206666,3.8118973,4.7405257,0.5475743927535321,0.7702745082529135,0.1546130814474683,0.1455967447004125
107,3.4298859,16.320023,11.859578,7.1142416,0.4272858,3.8017597,5.00649,1.603219,0.48395872,0.80814224,1.8713226,1.8488538,3.838017,4.7722244,0.8370796158825686,0.9062243453644728,0.7289911454779328,0.5984262848883759
108,3.397203,16.315365,11.919362,7.064392,0.43062818,3.8970299,4.974986,1.6021492,0.53191495,0.8208807,1.8761101,1.8683279,3.831039,4.7644053,0.7447070373664652,0.8433605056412075,0.6056399997026379,0.6293669832321882
109,3.3766809,16.351032,11.973383,7.024748,0.34648323,3.9319153,5.011573,1.5536196,0.47727215,0.81579393,1.8434558,1.8898644,3.8202577,4.7604322,0.8601437913512038,0.901863929146538,0.6802650667387583,0.6965022517975719
110,3.4000735,16.327158,11.89272,7.1925697,0.4211855,3.8321471,5.0351353,1.5849109,0.49825764,0.79887277,1.8980007,1.8293841,3.8136005,4.769905,0.7652106592238171,0.8752616902616902,0.6170377655712954,0.5153579439021986
111,3.3893175,16.30331,11.930091,7.062089,0.44942188,3.8898673,4.992529,1.5436947,0.50830185,0.8386143,1.9233899,1.8382573,3.7913284,4.746107,0.7065571180402009,0.7357486637512147,0.5826801935986062,0.4745330654357089
112,3.4923496,16.3223,11.905513,7.088376,0.47178376,3.8830104,5.018051,1.6106722,0.5314481,0.7746329,1.8535457,1.740381,3.823348,4.7597814,0.7449284810542575,0.8404844576719577,0.4197691186046947,0.3032903332894685
113,3.3809419,16.367533,12.008418,7.0376234,0.43533814,3.866065,4.9695334,1.5949783,0.53659475,0.8310706,1.838659,1.8346498,3.8015718,4.754424,0.7540995370370371,0.8654802867383514,0.5827399410997509,0.6746067722602385
114,3.4098096,16.330065,11.987618,6.9742107,0.42092395,3.8637195,4.9179573,1.59409,0.496778,0.8321274,1.7971449,1.8216419,3.7944455,4.728243,0.7592560664112388,0.8635078053259871,0.4412283487579335,0.4102684102096122
115,3.4330134,16.329529,12.000389,7.0727158,0.39952564,3.8590827,5.0029325,1.601888,0.5191431,0.8046128,1.9135938,1.8289919,3.8156624,4.762271,0.6891681059011483,0.8013146698628502,0.624457385564722,0.5897382342935606
116,3.4051714,16.326376,11.941241,7.024621,0.43815112,3.845415,4.9668765,1.5918143,0.4930277,0.85099477,1.8693686,1.8753417,3.7898588,4.7669477,0.7198212826797385,0.8765906432748537,0.6984384323150896,0.698336525153324
117,3.4038796,16.341047,11.962689,7.0436735,0.41428506,3.8675218,4.96789,1.596317,0.5021554,0.8149336,1.8818719,1.8549387,3.8172874,4.764636,0.7591034184991826,0.9060066574839302,0.6148690527293582,0.5920294731486305
118,3.4016037,16.347202,11.754068,7.2837524,0.4107983,4.0782747,5.020792,1.5949087,0.43602931,0.845504,1.7560616,1.9411993,3.8695078,4.7641296,0.8680529740500319,0.9327083333333334,0.7115106404403866,0.7282423253455297
119,3.436664,16.308475,11.93906,7.071579,0.4340459,3.8893433,4.997073,1.6008914,0.51374733,0.8045173,1.872458,1.8515811,3.8574266,4.7307615,0.5864499285568241,0.7202850754008384,0.3244580001775999,0.3407019779348532
120,3.3215437,16.330688,11.796206,7.0754566,0.4352808,3.8478236,4.993435,1.5927863,0.46943593,0.81735677,1.9902806,1.8630779,3.9170809,4.7790246,0.7507812542614815,0.8513751871121862,0.6883044976705934,0.7051466388496993
123,3.3821654,16.317509,11.946495,7.0347013,0.42200017,3.8717728,4.9689207,1.599514,0.48880053,0.8253928,1.8567934,1.8426151,3.8075619,4.7624993,0.6218885473023015,0.7841455890044109,0.4164891102846676,0.2319520876167254
124,3.4167314,16.331114,11.958752,7.0608807,0.4343543,3.893188,4.9889293,1.6057005,0.49945593,0.8272061,1.861579,1.8295074,3.8267117,4.744592,0.7134871978683562,0.8311051617142374,0.4862722111963972,0.5591407355588754
126,3.453454,16.371712,11.926945,7.073436,0.41623056,3.915515,4.998445,1.6186762,0.5008528,0.84243935,1.9712789,1.8682582,3.8090253,4.8012705,0.7726390641611385,0.8900015031265032,0.6524151592401667,0.7108127721718195
127,3.4151268,16.328728,11.804668,7.085602,0.43597364,3.9965124,5.0150495,1.5878155,0.48362947,0.886684,1.9366984,1.9951785,3.8666086,4.809611,0.7969326852362567,0.9239122252333634,0.6721880582298619,0.6630347385816465
128,3.4278493,16.340633,11.99532,7.0744457,0.43944764,3.887371,5.003562,1.6176631,0.48113215,0.85329825,1.8754082,1.8403671,3.8236475,4.7914853,0.7601526736527872,0.8477840063959542,0.7126553797823815,0.7167985416317237
129,3.4308753,16.326292,11.769784,6.9032164,0.4414537,3.8009877,4.857374,1.5985134,0.48221374,0.80649406,1.9543028,1.9031296,3.9083009,4.8760633,0.8497123368920522,0.911080917874396,0.5827696458530534,0.6369331429160351
133,3.3573546,16.35308,12.113829,7.0670624,0.3280846,3.8604918,4.973513,1.6150866,0.48356497,0.8223899,1.8437617,1.8415735,3.8188186,4.7726946,0.7356855020801716,0.8591126384756503,0.6872217311623406,0.6474320883793814
135,3.38913,16.315044,11.965643,7.1011534,0.37920308,3.8644304,4.867875,1.5890517,0.47943997,0.77682585,1.8500397,1.9861131,3.8089614,4.696563,0.7027240998824964,0.8176600669818754,0.6390502231262876,0.6066108058270986
136,3.4121542,16.310015,11.946877,7.027418,0.427073,3.8507137,4.9839,1.5735569,0.5250312,0.8170634,1.8669791,1.8470106,3.834148,4.7523346,0.6389805981292411,0.7788437855766449,0.4743329645694863,0.5751216499205919
137,3.4659867,16.34931,11.884768,7.0629807,0.30664325,3.9315443,4.9838147,1.6101809,0.50286186,0.8258104,1.8080597,1.839309,3.8127718,4.7397456,0.7103457160206532,0.8062597387305731,0.53481506908617,0.5926898335824202
138,3.534451,16.33038,12.009162,7.047744,0.34267497,3.8928108,5.000101,1.6585977,0.51289666,0.83081764,1.8228762,1.8663316,3.7988935,4.742977,0.7160054107885322,0.8816894353369763,0.2978623546192671,0.5630164059576134
139,3.4108357,16.330038,11.979629,7.063136,0.44096446,3.8739595,4.9959354,1.5994594,0.500828,0.8237658,1.8791604,1.8279161,3.8134327,4.7486916,0.6783916285760323,0.7262013323041225,0.5657115057909897,0.5493251356203827
141,3.4241943,16.337557,11.816874,7.091811,0.38720715,3.907493,4.9729958,1.6297576,0.4728197,0.7960654,1.9567423,1.9030869,3.8052716,4.8807917,0.786606424792139,0.9001876876876878,0.5812137201769723,0.6179765850915113
142,3.3990083,16.309036,11.997173,7.1011076,0.3954624,3.8705926,5.004666,1.5802891,0.4863615,0.809889,1.8472986,1.8404062,3.7927709,4.7937555,0.7859418085225562,0.8869897140945491,0.6651133303397047,0.583592048488497
144,3.3817334,16.363546,12.010282,6.994899,0.45133758,3.8927565,4.939813,1.7518127,0.51365554,0.8128206,1.85776,1.8227065,3.8456259,4.741237,0.6297504268207199,0.7784596326651229,0.386840583482634,0.4168465963371685
146,3.3803,16.323563,11.992933,7.0721836,0.33116686,3.9378963,4.992055,1.5717816,0.48688042,0.8090126,1.8080559,1.851835,3.814941,4.7851458,0.7628183291795961,0.8663532649414543,0.6808583221650905,0.7169177178079065
147,3.3482833,16.348675,11.902729,7.0590534,0.41592216,3.8748455,4.9949355,1.5872135,0.50594246,0.81121117,1.8223538,1.8479257,3.7885723,4.7477093,0.758008723138676,0.8208151779230209,0.5339611747163832,0.6271340963800981
149,3.4231415,16.485569,12.039251,6.999771,0.6334727,3.8530087,4.9456763,1.8202424,0.50293744,0.77771467,1.8374343,1.8146152,3.8402534,4.7320743,0.5947045801458161,0.6775815165833637,0.3523207574431118,0.197602899834385
150,3.5074577,16.317791,11.923444,7.087928,0.30936694,3.901307,5.016881,1.614624,0.46265328,0.84360904,1.8424892,1.8448036,3.986546,4.7502875,0.7964692951281629,0.8667924265465365,0.5914066209250528,0.6217407347184231
153,3.3834572,16.325092,11.848031,7.0926456,0.41415572,3.8541098,5.004295,1.6235981,0.4899572,0.81303173,1.9163518,1.8480604,3.826046,4.7884674,0.8055781072773703,0.8875047404019079,0.737111718210483,0.6694097681655985
155,3.4146318,16.325468,11.895585,7.131386,0.4394257,3.8448763,4.99169,1.6131411,0.5122043,0.8401614,1.8441331,1.872746,3.8502336,4.7280407,0.786736849024709,0.8564494215765402,0.5813972068699085,0.6257121259311803
158,3.4135275,16.317163,12.0230875,7.0049505,0.42671824,3.894741,5.0397115,1.616282,0.5332364,0.8090833,1.86833,1.8752184,3.8070774,4.8322396,0.7581756379800597,0.8479540598290598,0.63710718864992,0.6572907790794617
159,3.4342217,16.321564,11.928764,7.0435286,0.42231822,3.8683076,4.97212,1.5940189,0.50980246,0.8162622,1.8325596,1.8127697,3.8417048,4.7430964,0.6723105369697729,0.8022316633686349,0.4750609531110508,0.3720818232295659
161,3.41366,16.262836,11.901303,7.0875835,0.39537954,3.913209,4.996167,1.6149912,0.46152842,0.77435595,1.8964806,1.829859,3.8083534,4.8098373,0.6781130483724702,0.7814851721938775,0.3884697066905776,0.5107333369813969
163,3.4072666,16.332737,11.851761,7.1093245,0.41905344,4.012982,4.992741,1.6211634,0.46402562,0.9041973,1.9221399,1.9336171,3.8255386,4.8851113,0.8330858876117495,0.9178462532299744,0.6887279588452296,0.6699125158997528
166,3.4509177,16.319342,11.898538,7.0522127,0.40447283,3.8489866,4.996437,1.6117663,0.48225284,0.8320394,1.9438007,1.8463678,3.8140578,4.770797,0.7825027960998164,0.8455979473449352,0.6914618874813725,0.572471315210799
168,3.435906,16.333569,11.928802,7.001807,0.40379333,3.8474045,4.9227743,1.6028867,0.50435376,0.82604355,1.8337269,1.8774762,3.838748,4.7531157,0.7291230741761046,0.843127240143369,0.539654309559791,0.6389256476776247
169,3.4486122,16.26989,11.935713,6.9929066,0.38221085,3.9414797,4.997118,1.6182826,0.5440465,0.81464607,1.8175116,1.8145497,3.8744106,4.6950746,0.6365345349053507,0.78185,0.2916758488658112,0.3122748354409513
170,3.3996778,16.355967,11.920673,7.043687,0.38856173,3.844635,4.97854,1.6054225,0.49442875,0.79753214,1.8241138,1.8206635,3.804183,4.7312274,0.8349998603651916,0.886027105734767,0.7124945828382958,0.6656520527875261
171,3.3805366,16.32935,11.955328,7.125141,0.40626025,3.9742417,5.0220394,1.585774,0.47713292,0.83117205,1.7835693,1.8148587,3.8250523,4.714946,0.7312124736799481,0.852591332829428,0.4696903297658484,0.2554577413815906
175,3.40413,16.324081,11.932578,7.120021,0.46843147,3.740191,4.9658966,1.5921121,0.48417175,0.77747756,1.8099685,1.8939638,3.8168764,4.9467883,0.8067526089625536,0.91747997997998,0.7406605000549593,0.6585837831778965
176,3.3705606,16.322216,11.9854,7.006667,0.41306233,3.7979202,4.9932647,1.5825734,0.47731316,0.834266,1.9051831,1.8409777,3.7895846,4.7600064,0.7789336232211947,0.8016075720162225,0.6383279766465106,0.6425758201094928
178,3.394652,16.323437,11.986459,7.0874166,0.41936266,3.885097,4.9988728,1.6055565,0.49604535,0.8307125,1.8002405,1.822536,3.8267355,4.7563148,0.6956938543974619,0.8340945975005059,0.4754387568768557,0.4911082977114279
182,3.4176297,16.326942,11.849913,7.121196,0.44261837,3.893776,5.0029926,1.6122551,0.49488723,0.8241971,1.8965344,1.8493245,3.7703686,4.790234,0.8292976537553797,0.888244052061786,0.6101789964482449,0.672499221224376
183,3.3652244,16.321978,11.770074,7.031578,0.4023069,3.8847528,4.969061,1.5710518,0.4818976,0.83483344,1.8909392,1.8490212,3.8530803,4.7766504,0.7940439106198035,0.8853936718175127,0.6744650265222795,0.6877073530421874
188,3.4755516,16.36911,11.934243,7.021373,0.39778304,3.8973165,4.964431,1.6510327,0.54497385,0.83459836,1.8552558,1.8482401,3.8247066,4.749178,0.6769333394098762,0.8345747776293057,0.733235318737978,0.5186072642632198
189,3.4663787,16.326735,12.012186,6.995474,0.44199562,3.878532,4.9460707,1.5803871,0.5092524,0.80539304,1.82039,1.8776748,3.82231,4.801483,0.7476053376755207,0.8059515352640302,0.4054879521724546,0.6144043504153025
190,3.4273052,16.330835,11.92831,7.011921,0.40950954,3.864965,4.9393463,1.6076026,0.5509361,0.8040784,1.8622918,1.8694131,3.825148,4.7227817,0.6359135658064087,0.8253235514063781,0.4084622556809146,0.4063986888423426
193,3.419516,16.320107,11.916199,7.051017,0.4615965,3.8975072,4.969904,1.5621736,0.49183464,0.82529026,1.8586483,1.902833,3.7925048,4.80354,0.761738527648856,0.8535723672828417,0.7467681340742035,0.6931088054061539
197,3.4160657,16.325089,11.962716,7.0693874,0.4123646,3.8969727,4.969935,1.580421,0.5129148,0.81902474,1.8259058,1.8276546,3.8211627,4.752304,0.6733126663357607,0.7301765398795942,0.3102949210107889,0.5302524320437672
199,3.4391174,16.315014,11.979211,7.0167723,0.4611392,3.8135023,4.9375987,1.6244528,0.5348964,0.7785688,1.8087664,1.8239706,3.833096,4.714091,0.53298919845802,0.666395050413294,0.3044543647075342,0.1656392683144577
200,3.4417162,16.314732,12.004808,7.0310125,0.49038124,3.8785768,4.926096,1.6695702,0.50392294,0.8217527,1.7775269,1.8618083,3.811027,4.8145313,0.8059393531392599,0.8644938271604939,0.648127396172781,0.7137582872248012
205,3.4645314,16.338947,11.905271,7.0357313,0.43411517,3.888009,4.95851,1.6445911,0.5077946,0.80696684,1.9545221,1.8820505,4.072816,4.891052,0.7809952236018464,0.8823584114451264,0.5456768627743833,0.5808358380922307
